,Unnamed: 0,name-USen,Unnamed: 0,image_uri
48,48,antique table,48,https://acnhapi.com/v1/images/furniture/FtrAntiqueTableL_Remake_1_0
49,49,antique table,49,https://acnhapi.com/v1/images/furniture/FtrAntiqueTableL_Remake_2_0
50,50,antique vanity,50,https://acnhapi.com/v1/images/furniture/FtrAntiqueDresser_Remake_0_0
51,51,antique vanity,51,https://acnhapi.com/v1/images/furniture/FtrAntiqueDresser_Remake_1_0
52,52,antique vanity,52,https://acnhapi.com/v1/images/furniture/FtrAntiqueDresser_Remake_2_0
53,53,antique wardrobe,53,https://acnhapi.com/v1/images/furniture/FtrAntiqueChest_Remake_0_0
54,54,antique wardrobe,54,https://acnhapi.com/v1/images/furniture/FtrAntiqueChest_Remake_1_0
55,55,antique wardrobe,55,https://acnhapi.com/v1/images/furniture/FtrAntiqueChest_Remake_2_0
56,56,apple chair,56,https://acnhapi.com/v1/images/furniture/FtrFruitsChairApple_Remake_0_0
57,57,apple chair,57,https://acnhapi.com/v1/images/furniture/FtrFruitsChairApple_Remake_1_0
58,58,Aquarius urn,58,https://acnhapi.com/v1/images/furniture/FtrZodiacAquarius
59,59,arcade combat game,59,https://acnhapi.com/v1/images/furniture/FtrArcadegameShooting
60,60,arcade fighting game,60,https://acnhapi.com/v1/images/furniture/FtrArcadegameFight
61,61,arcade mahjong game,61,https://acnhapi.com/v1/images/furniture/FtrArcadegameMahjong
62,62,arcade seat,62,https://acnhapi.com/v1/images/furniture/FtrGameChair_Remake_0_0
63,63,arcade seat,63,https://acnhapi.com/v1/images/furniture/FtrGameChair_Remake_1_0
64,64,arcade seat,64,https://acnhapi.com/v1/images/furniture/FtrGameChair_Remake_2_0
65,65,Aries rocking chair,65,https://acnhapi.com/v1/images/furniture/FtrZodiacAries
66,66,artisanal bug cage,66,https://acnhapi.com/v1/images/furniture/FtrEventobjInsectBox
67,67,asteroid,67,https://acnhapi.com/v1/images/furniture/FtrMeteo
68,68,astronaut suit,68,https://acnhapi.com/v1/images/furniture/FtrSpacesuit
69,69,automatic washer,69,https://acnhapi.com/v1/images/furniture/FtrWashingmachine_Remake_0_0
70,70,automatic washer,70,https://acnhapi.com/v1/images/furniture/FtrWashingmachine_Remake_1_0
71,71,automatic washer,71,https://acnhapi.com/v1/images/furniture/FtrWashingmachine_Remake_2_0
72,72,automatic washer,72,https://acnhapi.com/v1/images/furniture/FtrWashingmachine_Remake_3_0
73,73,automatic washer,73,https://acnhapi.com/v1/images/furniture/FtrWashingmachine_Remake_4_0
74,74,automatic washer,74,https://acnhapi.com/v1/images/furniture/FtrWashingmachine_Remake_5_0
75,75,baby chair,75,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_0_0
76,76,baby chair,76,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_0_1
77,77,baby chair,77,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_0_2
78,78,baby chair,78,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_0_3
79,79,baby chair,79,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_0_4
80,80,baby chair,80,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_1_0
81,81,baby chair,81,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_1_1
82,82,baby chair,82,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_1_2
83,83,baby chair,83,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_1_3
84,84,baby chair,84,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_1_4
85,85,baby chair,85,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_2_0
86,86,baby chair,86,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_2_1
87,87,baby chair,87,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_2_2
88,88,baby chair,88,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_2_3
89,89,baby chair,89,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_2_4
90,90,baby chair,90,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_3_0
91,91,baby chair,91,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_3_1
92,92,baby chair,92,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_3_2
93,93,baby chair,93,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_3_3
94,94,baby chair,94,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_3_4
95,95,baby chair,95,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_4_0
96,96,baby chair,96,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_4_1
97,97,baby chair,97,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_4_2
98,98,baby chair,98,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_4_3
99,99,baby chair,99,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_4_4
100,100,baby chair,100,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_5_0
101,101,baby chair,101,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_5_1
102,102,baby chair,102,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_5_2
103,103,baby chair,103,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_5_3
104,104,baby chair,104,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_5_4
105,105,baby chair,105,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_6_0
106,106,baby chair,106,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_6_1
107,107,baby chair,107,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_6_2
108,108,baby chair,108,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_6_3
109,109,baby chair,109,https://acnhapi.com/v1/images/furniture/FtrBabychair_Remake_6_4
110,110,bamboo basket,110,https://acnhapi.com/v1/images/furniture/FtrBambooBasket_Remake_0_0
111,111,bamboo basket,111,https://acnhapi.com/v1/images/furniture/FtrBambooBasket_Remake_1_0
112,112,bamboo basket,112,https://acnhapi.com/v1/images/furniture/FtrBambooBasket_Remake_2_0
113,113,bamboo bench,113,https://acnhapi.com/v1/images/furniture/FtrBambooChairL_Remake_0_0
114,114,bamboo bench,114,https://acnhapi.com/v1/images/furniture/FtrBambooChairL_Remake_1_0
115,115,bamboo bench,115,https://acnhapi.com/v1/images/furniture/FtrBambooChairL_Remake_2_0
116,116,bamboo doll,116,https://acnhapi.com/v1/images/furniture/FtrBambooSurprisedbox
117,117,bamboo floor lamp,117,https://acnhapi.com/v1/images/furniture/FtrBambooLamp_Remake_0_0
118,118,bamboo floor lamp,118,https://acnhapi.com/v1/images/furniture/FtrBambooLamp_Remake_1_0
119,119,bamboo floor lamp,119,https://acnhapi.com/v1/images/furniture/FtrBambooLamp_Remake_2_0
120,120,bamboo grass,120,https://acnhapi.com/v1/images/furniture/FtrTanabata
121,121,bamboo noodle slide,121,https://acnhapi.com/v1/images/furniture/FtrBambooSomen
122,122,bamboo partition,122,https://acnhapi.com/v1/images/furniture/FtrBambooScreen_Remake_0_0
123,123,bamboo partition,123,https://acnhapi.com/v1/images/furniture/FtrBambooScreen_Remake_1_0
124,124,bamboo partition,124,https://acnhapi.com/v1/images/furniture/FtrBambooScreen_Remake_2_0
125,125,bamboo shelf,125,https://acnhapi.com/v1/images/furniture/FtrBambooShelf_Remake_0_0
126,126,bamboo shelf,126,https://acnhapi.com/v1/images/furniture/FtrBambooShelf_Remake_1_0
127,127,bamboo shelf,127,https://acnhapi.com/v1/images/furniture/FtrBambooShelf_Remake_2_0
128,128,bamboo speaker,128,https://acnhapi.com/v1/images/furniture/FtrBambooMusic_Remake_0_0
129,129,bamboo speaker,129,https://acnhapi.com/v1/images/furniture/FtrBambooMusic_Remake_1_0
130,130,bamboo speaker,130,https://acnhapi.com/v1/images/furniture/FtrBambooMusic_Remake_2_0
131,131,bamboo stool,131,https://acnhapi.com/v1/images/furniture/FtrBambooStool_Remake_0_0
132,132,bamboo stool,132,https://acnhapi.com/v1/images/furniture/FtrBambooStool_Remake_1_0
133,133,bamboo stool,133,https://acnhapi.com/v1/images/furniture/FtrBambooStool_Remake_2_0
134,134,bamboo stopblock,134,https://acnhapi.com/v1/images/furniture/FtrBambooCarstop_Remake_0_0
135,135,bamboo stopblock,135,https://acnhapi.com/v1/images/furniture/FtrBambooCarstop_Remake_1_0
136,136,bamboo stopblock,136,https://acnhapi.com/v1/images/furniture/FtrBambooCarstop_Remake_2_0
137,137,barbecue,137,https://acnhapi.com/v1/images/furniture/FtrBarbecuegrill_Remake_0_0
138,138,barbecue,138,https://acnhapi.com/v1/images/furniture/FtrBarbecuegrill_Remake_1_0
139,139,barbecue,139,https://acnhapi.com/v1/images/furniture/FtrBarbecuegrill_Remake_2_0
140,140,barbecue,140,https://acnhapi.com/v1/images/furniture/FtrBarbecuegrill_Remake_3_0
141,141,barbecue,141,https://acnhapi.com/v1/images/furniture/FtrBarbecuegrill_Remake_4_0
142,142,barbell,142,https://acnhapi.com/v1/images/furniture/FtrBarbell_Remake_0_0
143,143,barbell,143,https://acnhapi.com/v1/images/furniture/FtrBarbell_Remake_1_0
144,144,barbell,144,https://acnhapi.com/v1/images/furniture/FtrBarbell_Remake_2_0
145,145,barbell,145,https://acnhapi.com/v1/images/furniture/FtrBarbell_Remake_3_0
146,146,barrel,146,https://acnhapi.com/v1/images/furniture/FtrPirateBarrel
147,147,basic teacher's desk,147,https://acnhapi.com/v1/images/furniture/FtrSchoolTeachertable_Remake_0_0
148,148,basic teacher's desk,148,https://acnhapi.com/v1/images/furniture/FtrSchoolTeachertable_Remake_1_0
149,149,basic teacher's desk,149,https://acnhapi.com/v1/images/furniture/FtrSchoolTeachertable_Remake_2_0
150,150,basketball hoop,150,https://acnhapi.com/v1/images/furniture/FtrBasketgoal_Remake_0_0
151,151,basketball hoop,151,https://acnhapi.com/v1/images/furniture/FtrBasketgoal_Remake_1_0
152,152,basketball hoop,152,https://acnhapi.com/v1/images/furniture/FtrBasketgoal_Remake_2_0
153,153,bathroom sink,153,https://acnhapi.com/v1/images/furniture/FtrWashstand_Remake_0_0
154,154,bathroom sink,154,https://acnhapi.com/v1/images/furniture/FtrWashstand_Remake_1_0
155,155,bathroom sink,155,https://acnhapi.com/v1/images/furniture/FtrWashstand_Remake_2_0
156,156,beach chair,156,https://acnhapi.com/v1/images/furniture/FtrBeachbed_Remake_0_0
157,157,beach chair,157,https://acnhapi.com/v1/images/furniture/FtrBeachbed_Remake_1_0
158,158,beach chair,158,https://acnhapi.com/v1/images/furniture/FtrBeachbed_Remake_2_0
159,159,beach chair,159,https://acnhapi.com/v1/images/furniture/FtrBeachbed_Remake_3_0
160,160,beach chair,160,https://acnhapi.com/v1/images/furniture/FtrBeachbed_Remake_4_0
161,161,beach chair,161,https://acnhapi.com/v1/images/furniture/FtrBeachbed_Remake_5_0
162,162,beach towel,162,https://acnhapi.com/v1/images/furniture/FtrBeachtowel_Remake_0_0
163,163,beach towel,163,https://acnhapi.com/v1/images/furniture/FtrBeachtowel_Remake_0_1
164,164,beach towel,164,https://acnhapi.com/v1/images/furniture/FtrBeachtowel_Remake_0_2
165,165,beach towel,165,https://acnhapi.com/v1/images/furniture/FtrBeachtowel_Remake_0_3
166,166,beach towel,166,https://acnhapi.com/v1/images/furniture/FtrBeachtowel_Remake_0_4
167,167,beach towel,167,https://acnhapi.com/v1/images/furniture/FtrBeachtowel_Remake_0_5
168,168,beach towel,168,https://acnhapi.com/v1/images/furniture/FtrBeachtowel_Remake_0_6
169,169,beekeeper's hive,169,https://acnhapi.com/v1/images/furniture/FtrBeekeepingbox_Remake_0_0
170,170,beekeeper's hive,170,https://acnhapi.com/v1/images/furniture/FtrBeekeepingbox_Remake_1_0
171,171,beekeeper's hive,171,https://acnhapi.com/v1/images/furniture/FtrBeekeepingbox_Remake_2_0
172,172,beekeeper's hive,172,https://acnhapi.com/v1/images/furniture/FtrBeekeepingbox_Remake_3_0
173,173,beekeeper's hive,173,https://acnhapi.com/v1/images/furniture/FtrBeekeepingbox_Remake_4_0
174,174,bidet,174,https://acnhapi.com/v1/images/furniture/FtrWCBidet
175,175,big festive tree,175,https://acnhapi.com/v1/images/furniture/FtrTreeXmasL_Remake_0_0
176,176,big festive tree,176,https://acnhapi.com/v1/images/furniture/FtrTreeXmasL_Remake_1_0
177,177,big festive tree,177,https://acnhapi.com/v1/images/furniture/FtrTreeXmasL_Remake_2_0
178,178,big festive tree,178,https://acnhapi.com/v1/images/furniture/FtrTreeXmasL_Remake_3_0
179,179,big festive tree,179,https://acnhapi.com/v1/images/furniture/FtrTreeXmasL_Remake_4_0
180,180,big festive tree,180,https://acnhapi.com/v1/images/furniture/FtrTreeXmasL_Remake_5_0
181,181,billiard table,181,https://acnhapi.com/v1/images/furniture/FtrBilliard_Remake_0_0
182,182,billiard table,182,https://acnhapi.com/v1/images/furniture/FtrBilliard_Remake_1_0
183,183,billiard table,183,https://acnhapi.com/v1/images/furniture/FtrBilliard_Remake_2_0
184,184,birdbath,184,https://acnhapi.com/v1/images/furniture/FtrBirdbus_Remake_0_0
185,185,birdbath,185,https://acnhapi.com/v1/images/furniture/FtrBirdbus_Remake_1_0
186,186,birdbath,186,https://acnhapi.com/v1/images/furniture/FtrBirdbus_Remake_2_0
187,187,birdbath,187,https://acnhapi.com/v1/images/furniture/FtrBirdbus_Remake_3_0
188,188,birdcage,188,https://acnhapi.com/v1/images/furniture/FtrBirdcage_Remake_0_0
189,189,birdcage,189,https://acnhapi.com/v1/images/furniture/FtrBirdcage_Remake_1_0
190,190,birdcage,190,https://acnhapi.com/v1/images/furniture/FtrBirdcage_Remake_2_0
191,191,birdcage,191,https://acnhapi.com/v1/images/furniture/FtrBirdcage_Remake_3_0
192,192,birdcage,192,https://acnhapi.com/v1/images/furniture/FtrBirdcage_Remake_4_0
193,193,birdhouse,193,https://acnhapi.com/v1/images/furniture/FtrBirdhouse_Remake_0_0
194,194,birdhouse,194,https://acnhapi.com/v1/images/furniture/FtrBirdhouse_Remake_1_0
195,195,birdhouse,195,https://acnhapi.com/v1/images/furniture/FtrBirdhouse_Remake_2_0
196,196,birdhouse,196,https://acnhapi.com/v1/images/furniture/FtrBirdhouse_Remake_3_0
197,197,birdhouse,197,https://acnhapi.com/v1/images/furniture/FtrBirdhouse_Remake_4_0
198,198,birdhouse,198,https://acnhapi.com/v1/images/furniture/FtrBirdhouse_Remake_5_0
199,199,birthday sign,199,https://acnhapi.com/v1/images/furniture/FtrBirthdayBoard_Remake_0_0
200,200,birthday sign,200,https://acnhapi.com/v1/images/furniture/FtrBirthdayBoard_Remake_1_0
201,201,birthday sign,201,https://acnhapi.com/v1/images/furniture/FtrBirthdayBoard_Remake_2_0
202,202,birthday sign,202,https://acnhapi.com/v1/images/furniture/FtrBirthdayBoard_Remake_3_0
203,203,birthday sign,203,https://acnhapi.com/v1/images/furniture/FtrBirthdayBoard_Remake_4_0
204,204,birthday sign,204,https://acnhapi.com/v1/images/furniture/FtrBirthdayBoard_Remake_5_0
205,205,birthday table,205,https://acnhapi.com/v1/images/furniture/FtrBirthdayTable_Remake_0_0
206,206,birthday table,206,https://acnhapi.com/v1/images/furniture/FtrBirthdayTable_Remake_1_0
207,207,birthday table,207,https://acnhapi.com/v1/images/furniture/FtrBirthdayTable_Remake_2_0
208,208,birthday table,208,https://acnhapi.com/v1/images/furniture/FtrBirthdayTable_Remake_3_0
209,209,birthday table,209,https://acnhapi.com/v1/images/furniture/FtrBirthdayTable_Remake_4_0
210,210,birthday table,210,https://acnhapi.com/v1/images/furniture/FtrBirthdayTable_Remake_5_0
211,211,blossom-viewing lantern,211,https://acnhapi.com/v1/images/furniture/FtrSakuraLantern_Remake_0_0
212,212,blossom-viewing lantern,212,https://acnhapi.com/v1/images/furniture/FtrSakuraLantern_Remake_1_0
213,213,blue corner,213,https://acnhapi.com/v1/images/furniture/FtrRingcornerBlue_Remake_0_0
214,214,blue corner,214,https://acnhapi.com/v1/images/furniture/FtrRingcornerBlue_Remake_0_1
215,215,blue corner,215,https://acnhapi.com/v1/images/furniture/FtrRingcornerBlue_Remake_0_2
216,216,blue corner,216,https://acnhapi.com/v1/images/furniture/FtrRingcornerBlue_Remake_0_3
217,217,blue corner,217,https://acnhapi.com/v1/images/furniture/FtrRingcornerBlue_Remake_0_4
218,218,bonfire,218,https://acnhapi.com/v1/images/furniture/FtrCampfire
219,219,bonsai shelf,219,https://acnhapi.com/v1/images/furniture/FtrBonsaiShelf
220,220,box corner sofa,220,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_0_0
221,221,box corner sofa,221,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_1_0
222,222,box corner sofa,222,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_2_0
223,223,box corner sofa,223,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_3_0
224,224,box corner sofa,224,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_4_0
225,225,box corner sofa,225,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_5_0
226,226,box corner sofa,226,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_6_0
227,227,box corner sofa,227,https://acnhapi.com/v1/images/furniture/FtrBoxsofaCorner_Remake_7_0
228,228,box sofa,228,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_0_0
229,229,box sofa,229,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_1_0
230,230,box sofa,230,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_2_0
231,231,box sofa,231,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_3_0
232,232,box sofa,232,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_4_0
233,233,box sofa,233,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_5_0
234,234,box sofa,234,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_6_0
235,235,box sofa,235,https://acnhapi.com/v1/images/furniture/FtrBoxsofa_Remake_7_0
236,236,Brake Tapper,236,https://acnhapi.com/v1/images/furniture/FtrCompassSlot
237,237,brick oven,237,https://acnhapi.com/v1/images/furniture/FtrStoneoven_Remake_0_0
238,238,brick oven,238,https://acnhapi.com/v1/images/furniture/FtrStoneoven_Remake_1_0
239,239,brick oven,239,https://acnhapi.com/v1/images/furniture/FtrStoneoven_Remake_2_0
240,240,brick oven,240,https://acnhapi.com/v1/images/furniture/FtrStoneoven_Remake_3_0
241,241,brick well,241,https://acnhapi.com/v1/images/furniture/FtrWellBrick_Remake_0_0
242,242,brick well,242,https://acnhapi.com/v1/images/furniture/FtrWellBrick_Remake_1_0
243,243,brick well,243,https://acnhapi.com/v1/images/furniture/FtrWellBrick_Remake_2_0
244,244,bunk bed,244,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_0_0
245,245,bunk bed,245,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_0_1
246,246,bunk bed,246,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_0_2
247,247,bunk bed,247,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_0_3
248,248,bunk bed,248,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_0_4
249,249,bunk bed,249,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_1_0
250,250,bunk bed,250,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_1_1
251,251,bunk bed,251,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_1_2
252,252,bunk bed,252,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_1_3
253,253,bunk bed,253,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_1_4
254,254,bunk bed,254,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_2_0
255,255,bunk bed,255,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_2_1
256,256,bunk bed,256,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_2_2
257,257,bunk bed,257,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_2_3
258,258,bunk bed,258,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_2_4
259,259,bunk bed,259,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_3_0
260,260,bunk bed,260,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_3_1
261,261,bunk bed,261,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_3_2
262,262,bunk bed,262,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_3_3
263,263,bunk bed,263,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_3_4
264,264,bunk bed,264,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_4_0
265,265,bunk bed,265,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_4_1
266,266,bunk bed,266,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_4_2
267,267,bunk bed,267,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_4_3
268,268,bunk bed,268,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_4_4
269,269,bunk bed,269,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_5_0
270,270,bunk bed,270,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_5_1
271,271,bunk bed,271,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_5_2
272,272,bunk bed,272,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_5_3
273,273,bunk bed,273,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_5_4
274,274,bunk bed,274,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_6_0
275,275,bunk bed,275,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_6_1
276,276,bunk bed,276,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_6_2
277,277,bunk bed,277,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_6_3
278,278,bunk bed,278,https://acnhapi.com/v1/images/furniture/FtrBunkbed_Remake_6_4
279,279,Bunny Day arch,279,https://acnhapi.com/v1/images/furniture/FtrEggArch
280,280,Bunny Day bed,280,https://acnhapi.com/v1/images/furniture/FtrEggBedW
281,281,Bunny Day festive balloons,281,https://acnhapi.com/v1/images/furniture/FtrEggBalloonB
282,282,Bunny Day merry balloons,282,https://acnhapi.com/v1/images/furniture/FtrEggBalloonA
283,283,Bunny Day stool,283,https://acnhapi.com/v1/images/furniture/FtrEggStool
284,284,Bunny Day table,284,https://acnhapi.com/v1/images/furniture/FtrEggTableS
285,285,Bunny Day vanity,285,https://acnhapi.com/v1/images/furniture/FtrEggDresser
286,286,Bunny Day wardrobe,286,https://acnhapi.com/v1/images/furniture/FtrEggClosetLR
287,287,butter churn,287,https://acnhapi.com/v1/images/furniture/FtrButtermixer_Remake_0_0
